Order ID,Order Date,Ship Date,Customer ID,Customer Name,Segment,Region,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
CA-2024-10338,2023-12-04,2023-12-06,CUST-1081,Customer 82,Home Office,East,Office Supplies,Appliances,Office Supplies - Appliances Model 603,201.85,2,0.1,29.34
CA-2024-10339,2024-08-25,2024-08-28,CUST-1109,Customer 110,Consumer,North,Furniture,Tables,Furniture - Tables Model 956,707.2,4,0.0,204.76
CA-2024-10340,2024-10-10,2024-10-12,CUST-1055,Customer 56,Corporate,South,Office Supplies,Art,Office Supplies - Art Model 222,642.87,2,0.1,111.54
CA-2024-10341,2024-09-10,2024-09-15,CUST-1078,Customer 79,Consumer,South,Office Supplies,Art,Office Supplies - Art Model 797,92.26,4,0.1,14.83
CA-2024-10342,2023-03-29,2023-04-02,CUST-1091,Customer 92,Consumer,East,Office Supplies,Paper,Office Supplies - Paper Model 853,1279.54,6,0.0,276.44
CA-2024-10343,2024-10-06,2024-10-07,CUST-1073,Customer 74,Home Office,South,Technology,Phones,Technology - Phones Model 402,833.5,3,0.2,34.0
CA-2024-10344,2023-05-20,2023-05-24,CUST-1026,Customer 27,Corporate,East,Furniture,Bookcases,Furniture - Bookcases Model 418,41.73,1,0.2,2.57
CA-2024-10345,2024-07-20,2024-07-25,CUST-1035,Customer 36,Corporate,North,Office Supplies,Labels,Office Supplies - Labels Model 980,64.75,1,0.0,18.32
CA-2024-10346,2023-02-08,2023-02-09,CUST-1117,Customer 118,Corporate,East,Technology,Copiers,Technology - Copiers Model 513,1368.1,6,0.0,336.44
CA-2024-10347,2024-08-21,2024-08-26,CUST-1031,Customer 32,Corporate,East,Office Supplies,Appliances,Office Supplies - Appliances Model 500,1590.37,5,0.15,243.71
CA-2024-10348,2023-01-18,2023-01-19,CUST-1029,Customer 30,Consumer,East,Office Supplies,Art,Office Supplies - Art Model 733,672.56,4,0.1,88.67
CA-2024-10349,2023-08-22,2023-08-26,CUST-1010,Customer 11,Consumer,East,Furniture,Tables,Furniture - Tables Model 246,640.09,6,0.4,-37.36
CA-2024-10350,2024-05-23,2024-05-24,CUST-1046,Customer 47,Corporate,North,Office Supplies,Storage,Office Supplies - Storage Model 274,1712.22,5,0.1,276.0
CA-2024-10351,2023-04-03,2023-04-08,CUST-1047,Customer 48,Corporate,West,Technology,Copiers,Technology - Copiers Model 739,490.51,1,0.0,117.32
CA-2024-10352,2023-11-01,2023-11-04,CUST-1006,Customer 7,Corporate,East,Office Supplies,Labels,Office Supplies - Labels Model 673,339.56,1,0.15,41.02
CA-2024-10353,2024-06-24,2024-06-29,CUST-1106,Customer 107,Corporate,West,Technology,Accessories,Technology - Accessories Model 767,317.86,1,0.1,65.93
CA-2024-10354,2024-02-29,2024-03-03,CUST-1107,Customer 108,Consumer,North,Office Supplies,Appliances,Office Supplies - Appliances Model 438,289.09,1,0.3,1.92
CA-2024-10355,2024-11-23,2024-11-24,CUST-1103,Customer 104,Consumer,West,Furniture,Furnishings,Furniture - Furnishings Model 747,1762.06,4,0.0,483.35
CA-2024-10356,2023-12-01,2023-12-05,CUST-1115,Customer 116,Corporate,North,Office Supplies,Appliances,Office Supplies - Appliances Model 656,989.54,4,0.5,-142.59
CA-2024-10357,2023-11-19,2023-11-22,CUST-1002,Customer 3,Consumer,West,Office Supplies,Paper,Office Supplies - Paper Model 743,960.62,4,0.0,225.74
CA-2024-10358,2023-04-06,2023-04-09,CUST-1029,Customer 30,Consumer,South,Technology,Phones,Technology - Phones Model 447,514.42,2,0.2,48.79
CA-2024-10359,2024-02-13,2024-02-17,CUST-1007,Customer 8,Consumer,South,Office Supplies,Appliances,Office Supplies - Appliances Model 929,647.13,2,0.2,26.83
CA-2024-10360,2023-07-30,2023-08-03,CUST-1028,Customer 29,Consumer,West,Furniture,Furnishings,Furniture - Furnishings Model 541,2710.17,7,0.15,334.21
CA-2024-10361,2024-05-04,2024-05-09,CUST-1116,Customer 117,Corporate,South,Office Supplies,Appliances,Office Supplies - Appliances Model 368,1082.09,3,0.0,281.32
CA-2024-10362,2024-01-21,2024-01-25,CUST-1009,Customer 10,Corporate,East,Office Supplies,Storage,Office Supplies - Storage Model 613,191.57,3,0.2,20.3
CA-2024-10363,2024-01-04,2024-01-05,CUST-1110,Customer 111,Corporate,East,Office Supplies,Labels,Office Supplies - Labels Model 784,1766.17,5,0.15,179.92
CA-2024-10364,2024-08-08,2024-08-13,CUST-1078,Customer 79,Home Office,West,Office Supplies,Paper,Office Supplies - Paper Model 439,1560.91,4,0.0,379.67
CA-2024-10365,2024-11-07,2024-11-12,CUST-1020,Customer 21,Home Office,East,Office Supplies,Paper,Office Supplies - Paper Model 789,276.59,1,0.3,13.5
CA-2024-10366,2024-03-30,2024-04-04,CUST-1101,Customer 102,Consumer,West,Furniture,Chairs,Furniture - Chairs Model 992,71.43,3,0.5,-11.95
CA-2024-10367,2023-04-01,2023-04-06,CUST-1073,Customer 74,Consumer,East,Furniture,Tables,Furniture - Tables Model 499,128.66,1,0.4,-3.97
CA-2024-10368,2024-05-13,2024-05-16,CUST-1029,Customer 30,Consumer,West,Office Supplies,Paper,Office Supplies - Paper Model 265,39.64,2,0.15,4.4
CA-2024-10369,2024-11-25,2024-11-28,CUST-1057,Customer 58,Corporate,West,Office Supplies,Appliances,Office Supplies - Appliances Model 237,408.88,4,0.5,-50.83
CA-2024-10370,2024-11-13,2024-11-15,CUST-1073,Customer 74,Consumer,North,Furniture,Tables,Furniture - Tables Model 954,2791.01,6,0.0,730.83
CA-2024-10371,2023-07-10,2023-07-13,CUST-1004,Customer 5,Home Office,West,Office Supplies,Paper,Office Supplies - Paper Model 212,1288.8,6,0.1,161.53
CA-2024-10372,2023-07-08,2023-07-10,CUST-1026,Customer 27,Corporate,South,Furniture,Tables,Furniture - Tables Model 376,1912.02,7,0.15,286.26
CA-2024-10373,2023-07-01,2023-07-03,CUST-1021,Customer 22,Consumer,West,Technology,Phones,Technology - Phones Model 754,615.71,6,0.1,115.0
CA-2024-10374,2023-04-03,2023-04-05,CUST-1019,Customer 20,Corporate,North,Office Supplies,Art,Office Supplies - Art Model 306,2149.68,6,0.15,367.64
CA-2024-10375,2023-06-05,2023-06-07,CUST-1093,Customer 94,Home Office,South,Office Supplies,Paper,Office Supplies - Paper Model 933,785.12,2,0.15,70.26
CA-2024-10376,2023-05-30,2023-06-03,CUST-1007,Customer 8,Consumer,South,Furniture,Furnishings,Furniture - Furnishings Model 439,2255.59,6,0.15,228.09
CA-2024-10377,2023-02-14,2023-02-17,CUST-1110,Customer 111,Corporate,East,Office Supplies,Labels,Office Supplies - Labels Model 278,50.26,2,0.15,7.05
CA-2024-10378,2023-09-21,2023-09-26,CUST-1093,Customer 94,Consumer,West,Furniture,Tables,Furniture - Tables Model 367,493.48,2,0.4,-55.02
CA-2024-10379,2024-06-06,2024-06-08,CUST-1049,Customer 50,Consumer,South,Furniture,Furnishings,Furniture - Furnishings Model 149,290.51,2,0.0,70.84
CA-2024-10380,2023-03-25,2023-03-28,CUST-1036,Customer 37,Corporate,West,Furniture,Furnishings,Furniture - Furnishings Model 155,271.36,3,0.0,62.4
CA-2024-10381,2024-07-21,2024-07-25,CUST-1009,Customer 10,Consumer,North,Office Supplies,Appliances,Office Supplies - Appliances Model 135,491.8,6,0.3,18.53
CA-2024-10382,2023-06-15,2023-06-17,CUST-1030,Customer 31,Consumer,West,Office Supplies,Paper,Office Supplies - Paper Model 552,444.73,2,0.1,59.78
CA-2024-10383,2023-12-21,2023-12-25,CUST-1111,Customer 112,Consumer,East,Furniture,Tables,Furniture - Tables Model 834,139.09,1,0.15,15.05
CA-2024-10384,2023-08-14,2023-08-15,CUST-1021,Customer 22,Corporate,West,Office Supplies,Binders,Office Supplies - Binders Model 498,703.3,7,0.1,143.48
CA-2024-10385,2023-02-01,2023-02-02,CUST-1039,Customer 40,Consumer,East,Office Supplies,Appliances,Office Supplies - Appliances Model 819,1199.47,4,0.1,244.48
CA-2024-10386,2023-11-23,2023-11-24,CUST-1098,Customer 99,Corporate,West,Office Supplies,Binders,Office Supplies - Binders Model 286,1616.1,6,0.3,79.17
CA-2024-10387,2023-08-17,2023-08-20,CUST-1076,Customer 77,Corporate,South,Technology,Accessories,Technology - Accessories Model 231,412.73,1,0.15,44.55
CA-2024-10388,2023-07-10,2023-07-14,CUST-1052,Customer 53,Consumer,West,Office Supplies,Paper,Office Supplies - Paper Model 837,2038.71,5,0.1,358.56
CA-2024-10389,2023-07-04,2023-07-07,CUST-1009,Customer 10,Consumer,East,Office Supplies,Art,Office Supplies - Art Model 898,1465.07,5,0.0,391.58
CA-2024-10390,2023-10-14,2023-10-19,CUST-1083,Customer 84,Consumer,South,Office Supplies,Appliances,Office Supplies - Appliances Model 738,260.22,1,0.15,40.34
CA-2024-10391,2024-04-25,2024-04-26,CUST-1014,Customer 15,Consumer,West,Office Supplies,Storage,Office Supplies - Storage Model 830,175.59,6,0.15,30.28
CA-2024-10392,2023-04-21,2023-04-24,CUST-1012,Customer 13,Consumer,North,Office Supplies,Appliances,Office Supplies - Appliances Model 371,1692.35,6,0.1,304.1
CA-2024-10393,2023-01-13,2023-01-15,CUST-1092,Customer 93,Corporate,South,Furniture,Bookcases,Furniture - Bookcases Model 705,679.24,7,0.15,69.74
CA-2024-10394,2023-05-23,2023-05-24,CUST-1051,Customer 52,Corporate,East,Furniture,Furnishings,Furniture - Furnishings Model 791,135.05,1,0.1,27.54
CA-2024-10395,2023-01-01,2023-01-05,CUST-1098,Customer 99,Corporate,West,Furniture,Tables,Furniture - Tables Model 239,1539.01,6,0.3,-32.45
CA-2024-10396,2024-10-28,2024-11-01,CUST-1064,Customer 65,Corporate,South,Office Supplies,Art,Office Supplies - Art Model 714,75.86,1,0.0,19.39
CA-2024-10397,2024-12-25,2024-12-30,CUST-1039,Customer 40,Home Office,South,Office Supplies,Paper,Office Supplies - Paper Model 592,2496.16,6,0.0,569.82
CA-2024-10398,2024-01-06,2024-01-09,CUST-1087,Customer 88,Consumer,East,Furniture,Furnishings,Furniture - Furnishings Model 950,826.18,3,0.15,122.15
CA-2024-10399,2023-01-28,2023-01-30,CUST-1037,Customer 38,Home Office,East,Office Supplies,Paper,Office Supplies - Paper Model 317,1098.65,4,0.4,-130.71
CA-2024-10000,2023-10-15,2023-10-16,CUST-1104,Customer 105,Consumer,West,Technology,Accessories,Technology - Accessories Model 351,431.73,3,0.2,21.11
CA-2024-10001,2024-08-31,2024-09-04,CUST-1071,Customer 72,Home Office,South,Technology,Machines,Technology - Machines Model 236,525.58,4,0.0,123.06
CA-2024-10002,2024-06-20,2024-06-22,CUST-1066,Customer 67,Consumer,South,Furniture,Bookcases,Furniture - Bookcases Model 381,658.09,2,0.0,150.98
CA-2024-10003,2023-07-14,2023-07-16,CUST-1026,Customer 27,Consumer,East,Office Supplies,Labels,Office Supplies - Labels Model 792,856.72,7,0.1,178.59
CA-2024-10004,2023-05-20,2023-05-24,CUST-1086,Customer 87,Consumer,West,Furniture,Bookcases,Furniture - Bookcases Model 677,177.73,2,0.15,29.56
CA-2024-10005,2024-09-19,2024-09-24,CUST-1061,Customer 62,Consumer,West,Furniture,Tables,Furniture - Tables Model 349,513.38,7,0.1,70.05
CA-2024-10006,2023-03-11,2023-03-12,CUST-1106,Customer 107,Consumer,East,Furniture,Tables,Furniture - Tables Model 629,179.11,3,0.1,33.26
CA-2024-10007,2024-07-05,2024-07-07,CUST-1009,Customer 10,Consumer,North,Furniture,Tables,Furniture - Tables Model 672,707.93,2,0.1,117.8
CA-2024-10008,2023-02-25,2023-02-28,CUST-1108,Customer 109,Corporate,North,Furniture,Furnishings,Furniture - Furnishings Model 613,1269.39,4,0.15,211.16
CA-2024-10009,2023-04-18,2023-04-22,CUST-1038,Customer 39,Consumer,East,Office Supplies,Appliances,Office Supplies - Appliances Model 992,659.34,2,0.2,28.47
CA-2024-10010,2024-11-28,2024-12-03,CUST-1055,Customer 56,Consumer,East,Furniture,Bookcases,Furniture - Bookcases Model 687,1613.64,6,0.0,421.8
CA-2024-10011,2023-07-10,2023-07-12,CUST-1053,Customer 54,Home Office,East,Technology,Accessories,Technology - Accessories Model 710,888.71,6,0.2,64.71
CA-2024-10012,2024-08-24,2024-08-29,CUST-1016,Customer 17,Home Office,West,Office Supplies,Paper,Office Supplies - Paper Model 262,856.11,7,0.0,220.57
CA-2024-10013,2024-05-23,2024-05-26,CUST-1012,Customer 13,Consumer,North,Furniture,Furnishings,Furniture - Furnishings Model 105,585.5,2,0.15,77.96
CA-2024-10014,2023-01-26,2023-01-31,CUST-1089,Customer 90,Consumer,South,Office Supplies,Storage,Office Supplies - Storage Model 245,149.66,1,0.15,13.0
CA-2024-10015,2024-01-19,2024-01-23,CUST-1118,Customer 119,Corporate,East,Technology,Machines,Technology - Machines Model 518,156.75,3,0.0,42.03
CA-2024-10016,2023-05-02,2023-05-06,CUST-1103,Customer 104,Consumer,North,Office Supplies,Art,Office Supplies - Art Model 149,238.86,4,0.1,44.81
CA-2024-10017,2024-02-02,2024-02-07,CUST-1111,Customer 112,Consumer,South,Furniture,Tables,Furniture - Tables Model 819,2497.45,6,0.0,554.46
CA-2024-10018,2023-08-25,2023-08-27,CUST-1030,Customer 31,Consumer,West,Office Supplies,Art,Office Supplies - Art Model 258,1918.75,5,0.2,86.38
CA-2024-10019,2024-01-06,2024-01-08,CUST-1056,Customer 57,Consumer,South,Office Supplies,Storage,Office Supplies - Storage Model 981,1717.79,5,0.0,419.81
CA-2024-10020,2024-01-17,2024-01-22,CUST-1022,Customer 23,Home Office,South,Technology,Phones,Technology - Phones Model 593,235.18,5,0.3,-3.5
CA-2024-10021,2023-05-26,2023-05-28,CUST-1095,Customer 96,Consumer,South,Office Supplies,Art,Office Supplies - Art Model 546,374.64,3,0.15,56.07
CA-2024-10022,2024-03-27,2024-03-28,CUST-1040,Customer 41,Consumer,West,Office Supplies,Paper,Office Supplies - Paper Model 390,1896.71,4,0.0,496.81
CA-2024-10023,2024-05-29,2024-05-30,CUST-1059,Customer 60,Consumer,South,Office Supplies,Labels,Office Supplies - Labels Model 350,3291.31,7,0.0,950.24
CA-2024-10024,2023-03-10,2023-03-14,CUST-1086,Customer 87,Consumer,West,Furniture,Furnishings,Furniture - Furnishings Model 467,321.29,2,0.3,-10.15
CA-2024-10025,2023-11-10,2023-11-11,CUST-1024,Customer 25,Corporate,West,Office Supplies,Storage,Office Supplies - Storage Model 198,515.89,5,0.2,70.92
CA-2024-10026,2024-05-17,2024-05-18,CUST-1063,Customer 64,Consumer,South,Technology,Accessories,Technology - Accessories Model 153,118.64,1,0.0,33.91
CA-2024-10027,2023-07-06,2023-07-08,CUST-1015,Customer 16,Consumer,West,Office Supplies,Storage,Office Supplies - Storage Model 175,383.19,4,0.5,-55.78
CA-2024-10028,2023-10-10,2023-10-14,CUST-1011,Customer 12,Consumer,East,Technology,Phones,Technology - Phones Model 564,623.24,5,0.0,130.25
CA-2024-10029,2024-09-21,2024-09-26,CUST-1046,Customer 47,Home Office,South,Furniture,Chairs,Furniture - Chairs Model 170,127.61,4,0.2,14.39
CA-2024-10030,2023-08-16,2023-08-20,CUST-1018,Customer 19,Consumer,North,Technology,Copiers,Technology - Copiers Model 410,304.78,4,0.15,34.94
CA-2024-10031,2023-08-12,2023-08-14,CUST-1068,Customer 69,Home Office,South,Office Supplies,Storage,Office Supplies - Storage Model 752,807.37,6,0.0,233.01
CA-2024-10032,2024-01-02,2024-01-06,CUST-1072,Customer 73,Consumer,East,Office Supplies,Binders,Office Supplies - Binders Model 338,1354.57,4,0.15,220.03
CA-2024-10033,2024-05-31,2024-06-04,CUST-1086,Customer 87,Corporate,North,Furniture,Furnishings,Furniture - Furnishings Model 399,97.91,2,0.1,16.69
CA-2024-10034,2024-08-02,2024-08-05,CUST-1105,Customer 106,Corporate,West,Office Supplies,Appliances,Office Supplies - Appliances Model 288,2043.61,7,0.1,371.81
CA-2024-10035,2023-05-18,2023-05-20,CUST-1065,Customer 66,Consumer,North,Office Supplies,Paper,Office Supplies - Paper Model 522,1404.6,3,0.0,299.06
CA-2024-10036,2023-12-07,2023-12-11,CUST-1070,Customer 71,Consumer,South,Furniture,Bookcases,Furniture - Bookcases Model 324,215.67,1,0.15,34.1
CA-2024-10037,2024-12-11,2024-12-13,CUST-1105,Customer 106,Home Office,West,Furniture,Tables,Furniture - Tables Model 395,144.57,3,0.2,10.47
CA-2024-10038,2024-05-04,2024-05-07,CUST-1112,Customer 113,Home Office,North,Office Supplies,Binders,Office Supplies - Binders Model 793,1338.57,6,0.0,270.18
CA-2024-10039,2024-03-19,2024-03-21,CUST-1039,Customer 40,Consumer,West,Office Supplies,Storage,Office Supplies - Storage Model 402,187.31,5,0.15,30.9
CA-2024-10040,2023-12-29,2024-01-01,CUST-1040,Customer 41,Home Office,West,Office Supplies,Storage,Office Supplies - Storage Model 111,704.02,4,0.0,184.65
CA-2024-10041,2024-05-19,2024-05-21,CUST-1047,Customer 48,Consumer,West,Office Supplies,Art,Office Supplies - Art Model 735,2197.58,6,0.0,585.4
CA-2024-10042,2023-03-19,2023-03-21,CUST-1028,Customer 29,Home Office,North,Office Supplies,Appliances,Office Supplies - Appliances Model 970,463.74,2,0.1,94.59
CA-2024-10043,2024-12-28,2024-12-30,CUST-1057,Customer 58,Consumer,West,Technology,Phones,Technology - Phones Model 519,2186.73,7,0.15,371.8
CA-2024-10044,2024-12-29,2024-12-30,CUST-1044,Customer 45,Corporate,South,Office Supplies,Appliances,Office Supplies - Appliances Model 222,232.09,5,0.15,33.28
CA-2024-10045,2024-04-06,2024-04-10,CUST-1015,Customer 16,Home Office,East,Office Supplies,Paper,Office Supplies - Paper Model 899,327.61,1,0.2,43.19
CA-2024-10046,2024-09-01,2024-09-06,CUST-1108,Customer 109,Home Office,East,Office Supplies,Art,Office Supplies - Art Model 305,72.34,1,0.0,16.8
CA-2024-10047,2024-04-20,2024-04-23,CUST-1109,Customer 110,Consumer,East,Technology,Phones,Technology - Phones Model 350,1865.02,5,0.1,239.67
CA-2024-10048,2024-02-13,2024-02-15,CUST-1044,Customer 45,Home Office,East,Furniture,Tables,Furniture - Tables Model 740,1174.15,7,0.0,332.25
CA-2024-10049,2024-07-19,2024-07-22,CUST-1028,Customer 29,Consumer,West,Technology,Accessories,Technology - Accessories Model 292,851.07,5,0.0,204.49
CA-2024-10050,2023-11-22,2023-11-27,CUST-1111,Customer 112,Consumer,East,Office Supplies,Appliances,Office Supplies - Appliances Model 574,248.16,4,0.15,38.55
CA-2024-10051,2023-08-31,2023-09-03,CUST-1101,Customer 102,Consumer,East,Furniture,Furnishings,Furniture - Furnishings Model 540,550.81,4,0.1,109.97
CA-2024-10052,2023-02-12,2023-02-15,CUST-1071,Customer 72,Consumer,South,Office Supplies,Art,Office Supplies - Art Model 125,718.05,5,0.1,92.34
CA-2024-10053,2023-07-30,2023-08-02,CUST-1011,Customer 12,Consumer,East,Furniture,Chairs,Furniture - Chairs Model 141,2228.76,6,0.1,328.03
CA-2024-10054,2024-01-04,2024-01-06,CUST-1091,Customer 92,Home Office,West,Office Supplies,Binders,Office Supplies - Binders Model 985,2668.06,7,0.15,337.82
CA-2024-10055,2024-10-27,2024-10-31,CUST-1042,Customer 43,Home Office,North,Furniture,Furnishings,Furniture - Furnishings Model 819,34.07,1,0.2,2.4
CA-2024-10056,2023-04-26,2023-04-30,CUST-1074,Customer 75,Home Office,East,Office Supplies,Art,Office Supplies - Art Model 447,2622.73,7,0.2,188.31
CA-2024-10057,2024-01-02,2024-01-03,CUST-1025,Customer 26,Home Office,North,Office Supplies,Binders,Office Supplies - Binders Model 881,505.08,6,0.1,65.98
CA-2024-10058,2024-02-18,2024-02-22,CUST-1092,Customer 93,Home Office,South,Technology,Copiers,Technology - Copiers Model 457,1206.83,7,0.15,151.75
CA-2024-10059,2024-05-20,2024-05-21,CUST-1105,Customer 106,Corporate,North,Technology,Phones,Technology - Phones Model 429,1553.25,7,0.1,203.66
CA-2024-10060,2024-11-03,2024-11-04,CUST-1107,Customer 108,Consumer,South,Furniture,Furnishings,Furniture - Furnishings Model 526,1273.05,4,0.1,228.54
CA-2024-10061,2024-04-01,2024-04-06,CUST-1034,Customer 35,Consumer,West,Technology,Accessories,Technology - Accessories Model 855,144.32,3,0.1,19.46
CA-2024-10062,2023-06-05,2023-06-09,CUST-1028,Customer 29,Consumer,East,Technology,Copiers,Technology - Copiers Model 359,1314.53,7,0.4,-58.48
CA-2024-10063,2023-02-08,2023-02-09,CUST-1003,Customer 4,Consumer,South,Office Supplies,Binders,Office Supplies - Binders Model 367,833.79,2,0.0,183.03
CA-2024-10064,2023-09-10,2023-09-11,CUST-1057,Customer 58,Home Office,South,Furniture,Chairs,Furniture - Chairs Model 143,186.51,6,0.1,30.26
CA-2024-10065,2023-12-23,2023-12-24,CUST-1041,Customer 42,Consumer,North,Office Supplies,Paper,Office Supplies - Paper Model 254,1084.78,6,0.0,305.3
CA-2024-10066,2023-06-10,2023-06-13,CUST-1061,Customer 62,Consumer,South,Office Supplies,Appliances,Office Supplies - Appliances Model 271,124.39,3,0.0,30.59
CA-2024-10067,2024-02-26,2024-03-02,CUST-1057,Customer 58,Consumer,East,Furniture,Tables,Furniture - Tables Model 679,446.86,4,0.0,125.11
CA-2024-10068,2023-01-22,2023-01-24,CUST-1043,Customer 44,Home Office,South,Office Supplies,Labels,Office Supplies - Labels Model 184,1359.91,7,0.1,245.48
CA-2024-10069,2023-08-08,2023-08-11,CUST-1118,Customer 119,Consumer,South,Furniture,Furnishings,Furniture - Furnishings Model 552,616.23,2,0.0,174.84
CA-2024-10070,2023-09-08,2023-09-10,CUST-1014,Customer 15,Corporate,East,Furniture,Tables,Furniture - Tables Model 877,712.61,7,0.1,112.96
CA-2024-10071,2023-10-21,2023-10-26,CUST-1092,Customer 93,Consumer,West,Furniture,Chairs,Furniture - Chairs Model 439,735.3,3,0.0,152.29
CA-2024-10072,2023-01-16,2023-01-21,CUST-1066,Customer 67,Home Office,West,Furniture,Bookcases,Furniture - Bookcases Model 426,300.16,6,0.2,39.1
CA-2024-10073,2023-04-23,2023-04-28,CUST-1043,Customer 44,Consumer,East,Office Supplies,Labels,Office Supplies - Labels Model 405,77.92,1,0.2,9.01
CA-2024-10074,2024-02-24,2024-02-25,CUST-1022,Customer 23,Home Office,East,Office Supplies,Labels,Office Supplies - Labels Model 629,1255.78,3,0.1,160.33
CA-2024-10075,2024-03-19,2024-03-20,CUST-1091,Customer 92,Corporate,East,Office Supplies,Labels,Office Supplies - Labels Model 331,1326.77,4,0.0,288.85
CA-2024-10076,2023-11-19,2023-11-21,CUST-1007,Customer 8,Corporate,West,Office Supplies,Paper,Office Supplies - Paper Model 528,129.91,1,0.0,34.0
CA-2024-10077,2023-03-07,2023-03-09,CUST-1118,Customer 119,Consumer,East,Technology,Copiers,Technology - Copiers Model 213,1788.96,7,0.2,249.12
CA-2024-10078,2023-11-05,2023-11-07,CUST-1109,Customer 110,Home Office,North,Furniture,Bookcases,Furniture - Bookcases Model 804,1271.46,7,0.15,103.84
CA-2024-10079,2023-10-02,2023-10-04,CUST-1075,Customer 76,Corporate,West,Office Supplies,Labels,Office Supplies - Labels Model 639,2025.1,5,0.0,598.86
CA-2024-10080,2024-09-02,2024-09-04,CUST-1098,Customer 99,Consumer,South,Office Supplies,Binders,Office Supplies - Binders Model 409,148.58,4,0.15,17.77
CA-2024-10081,2024-07-11,2024-07-15,CUST-1054,Customer 55,Home Office,North,Office Supplies,Appliances,Office Supplies - Appliances Model 588,812.23,7,0.0,221.81
CA-2024-10082,2023-12-18,2023-12-23,CUST-1106,Customer 107,Consumer,East,Furniture,Bookcases,Furniture - Bookcases Model 714,1417.17,5,0.0,293.23
CA-2024-10083,2023-10-30,2023-11-02,CUST-1041,Customer 42,Consumer,West,Office Supplies,Paper,Office Supplies - Paper Model 446,1584.24,5,0.1,221.12
CA-2024-10084,2023-10-23,2023-10-28,CUST-1076,Customer 77,Consumer,West,Furniture,Bookcases,Furniture - Bookcases Model 703,305.66,1,0.0,70.88
CA-2024-10085,2023-10-24,2023-10-27,CUST-1037,Customer 38,Consumer,East,Office Supplies,Art,Office Supplies - Art Model 602,293.32,1,0.0,77.02
CA-2024-10086,2023-08-29,2023-09-02,CUST-1087,Customer 88,Corporate,South,Office Supplies,Labels,Office Supplies - Labels Model 528,1376.15,6,0.1,287.71
CA-2024-10087,2023-08-09,2023-08-12,CUST-1022,Customer 23,Consumer,West,Furniture,Bookcases,Furniture - Bookcases Model 740,173.8,1,0.0,38.21
CA-2024-10088,2024-03-14,2024-03-16,CUST-1033,Customer 34,Consumer,North,Office Supplies,Storage,Office Supplies - Storage Model 169,940.44,3,0.0,204.25
CA-2024-10089,2024-06-25,2024-06-26,CUST-1115,Customer 116,Corporate,West,Office Supplies,Labels,Office Supplies - Labels Model 578,106.44,7,0.3,-0.97
CA-2024-10090,2023-06-03,2023-06-07,CUST-1080,Customer 81,Consumer,East,Office Supplies,Appliances,Office Supplies - Appliances Model 346,2001.26,7,0.15,296.0
CA-2024-10091,2024-06-08,2024-06-12,CUST-1041,Customer 42,Corporate,North,Furniture,Furnishings,Furniture - Furnishings Model 166,233.23,6,0.0,49.86
CA-2024-10092,2023-09-24,2023-09-27,CUST-1100,Customer 101,Consumer,North,Furniture,Bookcases,Furniture - Bookcases Model 367,601.4,4,0.2,69.76
CA-2024-10093,2023-05-10,2023-05-14,CUST-1022,Customer 23,Corporate,West,Office Supplies,Appliances,Office Supplies - Appliances Model 305,785.46,5,0.2,85.75
CA-2024-10094,2024-03-09,2024-03-13,CUST-1107,Customer 108,Consumer,North,Office Supplies,Appliances,Office Supplies - Appliances Model 733,499.64,2,0.15,58.31
CA-2024-10095,2023-04-09,2023-04-11,CUST-1074,Customer 75,Corporate,West,Office Supplies,Paper,Office Supplies - Paper Model 926,109.83,6,0.0,30.57
CA-2024-10096,2023-08-04,2023-08-05,CUST-1067,Customer 68,Corporate,West,Technology,Copiers,Technology - Copiers Model 369,528.69,6,0.15,43.65
CA-2024-10097,2023-11-01,2023-11-02,CUST-1015,Customer 16,Consumer,West,Technology,Accessories,Technology - Accessories Model 831,642.57,3,0.3,-6.27
CA-2024-10098,2023-01-07,2023-01-10,CUST-1009,Customer 10,Corporate,North,Technology,Accessories,Technology - Accessories Model 314,2573.19,6,0.0,643.45
CA-2024-10099,2023-06-01,2023-06-04,CUST-1025,Customer 26,Consumer,South,Office Supplies,Art,Office Supplies - Art Model 174,2337.05,6,0.1,300.14
CA-2024-10100,2024-07-19,2024-07-22,CUST-1071,Customer 72,Home Office,West,Office Supplies,Art,Office Supplies - Art Model 426,70.98,1,0.1,9.1
CA-2024-10101,2024-12-08,2024-12-11,CUST-1002,Customer 3,Consumer,West,Technology,Phones,Technology - Phones Model 830,844.13,7,0.0,183.03
CA-2024-10102,2023-10-25,2023-10-30,CUST-1032,Customer 33,Consumer,West,Office Supplies,Art,Office Supplies - Art Model 482,616.11,5,0.5,-65.77
CA-2024-10103,2024-11-17,2024-11-20,CUST-1115,Customer 116,Consumer,West,Office Supplies,Labels,Office Supplies - Labels Model 991,2182.49,7,0.15,241.45
CA-2024-10104,2024-05-12,2024-05-15,CUST-1014,Customer 15,Home Office,East,Furniture,Tables,Furniture - Tables Model 801,471.9,1,0.0,140.51
CA-2024-10105,2024-12-01,2024-12-05,CUST-1112,Customer 113,Consumer,South,Office Supplies,Binders,Office Supplies - Binders Model 433,363.77,2,0.0,89.58
CA-2024-10106,2024-12-04,2024-12-09,CUST-1024,Customer 25,Consumer,West,Office Supplies,Storage,Office Supplies - Storage Model 308,210.48,1,0.1,34.0
